Codi d'expedient;Codi districte;Nom districte;Codi barri;Nom barri;Codi carrer;Nom carrer;Num postal caption;Descripció dia setmana;Dia setmana;Descripció tipus dia;NK Any;Mes de any;Nom mes;Dia de mes;Hora de dia;Descripció causa vianant;Descripció tipus de vehicle;Descripció model;Descripció marca;Descripció color;Descripció carnet;Antiguitat carnet;Coordenada UTM (Y);Coordenada UTM (X)
2013S003114;2;Eixample;9;la Nova Esquerra de l'Eixample;362001;Vilamarí;1 000 100;Dimarts;Dm;Laboral;2013;4;Abril;30;8;No és causa del  vianant;Turismo;CORSA;OPEL;Blau;B;3;4581486,43;428864,95
2013S003114;2;Eixample;9;la Nova Esquerra de l'Eixample;362001;Vilamarí;1 000 100;Dimarts;Dm;Laboral;2013;4;Abril;30;8;No és causa del  vianant;Motocicleta;SUPER DINK 125;KYMCO;Gris;A1;10;4581486,43;428864,95
2013S005541;2;Eixample;9;la Nova Esquerra de l'Eixample;362001;Vilamarí;430 045;Dilluns;Dl;Laboral;2013;7;Juliol;29;20;No és causa del  vianant;Ciclomotor;DINK 50;KYMCO;Vermell;Llicència;14;4581188,21;429126,09
2013S005683;3;Sants-Montjuïc;11;el Poble Sec;234001;Olímpic;0014V0014V;Diumenge;Dg;Laboral;2013;8;Agost;4;17;No és causa del  vianant;Motocicleta;SYMPHONY;SYM;Negre;B;28;4579627,85;429605,04
2013S006389;3;Sants-Montjuïc;16;la Bordeta;169409;Corts Catalanes;1 530 153;Dilluns;Dl;Laboral;2013;9;Setembre;9;16;No és causa del  vianant;Motocicleta;BURGMAN;SUZUKI;Negre;Desconegut;Desconegut;4579996,11;427936,44
2013S006389;3;Sants-Montjuïc;16;la Bordeta;169409;Corts Catalanes;1 530 153;Dilluns;Dl;Laboral;2013;9;Setembre;9;16;No és causa del  vianant;Taxi;406;PEUGEOT;Groc;BTP;25;4579996,11;427936,44
2013S006536;8;Nou Barris;44;Vilapicina i la Torre Llobeta;209900;Meridiana;3 550 357;Dilluns;Dl;Laboral;2013;9;Setembre;16;11;No és causa del  vianant;Turismo;FOCUS;FORD;Gris;B;26;4586810;431927,22
2013S006660;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);760000;Divendres;Dv;Laboral;2013;9;Setembre;20;13;No és causa del  vianant;Camión > 3,5 Tm;Desconegut;MERCEDES;Negre;C;19;4583118,93;433689,13
2013S006663;8;Nou Barris;50;les Roquetes;165703;Jaume Pinent;210 021;Divendres;Dv;Laboral;2013;9;Setembre;20;15;Creuar per fora pas de vianants;Bicicleta;Desconegut;Desconegut;Negre/Groc;Desconegut;Desconegut;4588826,41;431273,13
2013S005798;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;880 088;Dijous;Dj;Laboral;2013;8;Agost;8;23;No és causa del  vianant;Taxi;OCTAVIA;SKODA;Groc;BTP;3;4582931,95;429957,08
2013S005943;9;Sant Andreu;60;Sant Andreu;701126;SN (Sta Coloma Nus Trinitat;10 001;Dissabte;Ds;Laboral;2013;8;Agost;17;16;No és causa del  vianant;Motocicleta;AN 400;SUZUKI;Gris;A;22;4588894,67;432787,98
2013S005944;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;2 380 238;Dissabte;Ds;Laboral;2013;8;Agost;17;16;No és causa del  vianant;Motocicleta;SH 300;HONDA;Negre;A;5;4582873,21;429950,02
2013S006077;8;Nou Barris;48;la Guineueta;351901;Valldaura;1 860 190;Dissabte;Ds;Laboral;2013;8;Agost;24;21;No és causa del  vianant;Autobús;Desconegut;TATA;Altres;D;33;4587986,65;430773,39
2013S001087;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;60 006;Dimarts;Dm;Laboral;2013;2;Febrer;12;15;Creuar per fora pas de vianants;Motocicleta;UH 125;SUZUKI;Gris;B;7;4582349,25;430546,45
2013S001635;2;Eixample;5;el Fort Pienc;76807;Sardenya;1 690 169;Diumenge;Dg;Laboral;2013;3;Març;3;10;No és causa del  vianant;Motocicleta;200;VESPA;Negre;Desconegut;Desconegut;4583407,76;431629,62
2013S001771;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0751B0751B;Divendres;Dv;Laboral;2013;3;Març;8;14;No és causa del  vianant;Furgoneta;JUMPY;CITROEN;Blanc;B;7;4583757,66;431779,67
2013S001771;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0751B0751B;Divendres;Dv;Laboral;2013;3;Març;8;14;No és causa del  vianant;Turismo;TERRANO;NISSAN;Blau;B;31;4583757,66;431779,67
2013S001772;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;620 062;Divendres;Dv;Laboral;2013;3;Març;8;15;No és causa del  vianant;Motocicleta;Dylan 125;HONDA;Gris;B;7;4584061,7;427090,84
2013S002031;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701266;Litoral (Llobregat);640000;Dilluns;Dl;Laboral;2013;3;Març;18;18;No és causa del  vianant;Motocicleta;SH 125;HONDA;Blanc;B;9;4584049,57;434443,92
2013S002712;3;Sants-Montjuïc;11;el Poble Sec;114000;Espanya;99 999 999;Dilluns;Dl;Laboral;2013;4;Abril;15;16;No és causa del  vianant;Motocicleta;CB 600;HONDA;Blau;A;29;4580908,62;428940,68
2013S002715;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;6 490 651;Dilluns;Dl;Laboral;2013;4;Abril;15;22;No és causa del  vianant;Motocicleta;SUPER DINK 125;KYMCO;Gris;B;Desconegut;4582013,24;425960,22
2013S002716;3;Sants-Montjuïc;11;el Poble Sec;700025;Josep Carner;460 046;Dimarts;Dm;Laboral;2013;4;Abril;16;0;No és causa del  vianant;Motocicleta;OUTLOOK 125;KEEWAY;Negre;B;23;4580605,89;431059,78
2013S002988;10;Sant Martí;73;la Verneda i la Pau;86200;Concili de Trento;2 770 277;Dimecres;Dc;Laboral;2013;4;Abril;24;19;No és causa del  vianant;Turismo;FIESTA;FORD;Gris;Desconegut;Desconegut;4586067,72;433768
2013S002989;6;Gràcia;31;la Vila de Gràcia;112004;Escorial;10 001;Dimecres;Dc;Laboral;2013;4;Abril;24;20;Desobeir el senyal del semàfor;Motocicleta;SH 100;HONDA;Desconegut;A;26;4584360,47;430090,58
2013S002062;4;Les Corts;19;les Corts;180900;Loreto;520 052;Dimarts;Dm;Laboral;2013;3;Març;19;13;No és causa del  vianant;Taxi;Altea;SEAT;Altres;BTP;16;4582805,12;428428,24
2013S002194;3;Sants-Montjuïc;11;el Poble Sec;116402;Estadi;500 056;Diumenge;Dg;Laboral;2013;3;Març;24;10;Altres;Bicicleta;Desconegut;Desconegut;Blanc;Desconegut;Desconegut;4579933,83;429480,23
2013S002680;2;Eixample;6;la Sagrada Família;68900;Cartagena;3 050 305;Diumenge;Dg;Laboral;2013;4;Abril;14;8;No és causa del  vianant;Ciclomotor;ZN 50;ZNEN;Blau;Desconegut;Desconegut;4584816,17;431178,92
2013S002682;4;Les Corts;19;les Corts;144601;Diagonal;5 430 543;Diumenge;Dg;Laboral;2013;4;Abril;14;9;No és causa del  vianant;Turismo;207;PEUGEOT;Negre;B;23;4582651,53;427951,34
2013S002683;3;Sants-Montjuïc;11;el Poble Sec;198804;Paral·lel;1 710 171;Diumenge;Dg;Laboral;2013;4;Abril;14;15;No és causa del  vianant;Turismo;ASTRA;OPEL;Gris;B;31;4580914,26;429521,79
2013S002818;2;Eixample;7;la Dreta de l'Eixample;222002;Mossèn Jacint Verdaguer;99 999 999;Divendres;Dv;Laboral;2013;4;Abril;19;12;No és causa del  vianant;Ciclomotor;VIVACITY;PEUGEOT;Gris;AM;4;4583594,24;430706,38
2013S002818;2;Eixample;7;la Dreta de l'Eixample;222002;Mossèn Jacint Verdaguer;99 999 999;Divendres;Dv;Laboral;2013;4;Abril;19;12;No és causa del  vianant;Turismo;MEGANE;RENAULT;Vermell;B;5;4583594,24;430706,38
2013S002819;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;1 910 195;Divendres;Dv;Laboral;2013;4;Abril;19;12;No és causa del  vianant;Motocicleta;LIBERTY 125;PIAGGIO;Negre;B;13;4583476,99;428230,83
2013S002820;7;Horta-Guinardó;43;Horta;58102;Campoamor;330 035;Divendres;Dv;Laboral;2013;4;Abril;19;12;No és causa del  vianant;Motocicleta;SH 125;HONDA;Blau;A1;4;4587457,31;429614,09
2013S002956;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);720000;Dimarts;Dm;Laboral;2013;4;Abril;23;22;No és causa del  vianant;Turismo;206;PEUGEOT;Gris;B;34;4583426,64;433944,5
2013S000098;10;Sant Martí;67;la Vila Olímpica del Poblenou;701266;Litoral (Llobregat);840000;Diumenge;Dg;Laboral;2013;1;Gener;6;14;No és causa del  vianant;Turismo;407;PEUGEOT;Gris;B;17;4582556,54;433114,82
2013S000100;8;Nou Barris;52;la Prosperitat;209900;Meridiana;5 290 529;Diumenge;Dg;Laboral;2013;1;Gener;6;14;No és causa del  vianant;Turismo;PHAETON;VOLKSWAGEN;Gris;B;29;4588570,07;432100,67
2013S000100;8;Nou Barris;52;la Prosperitat;209900;Meridiana;5 290 529;Diumenge;Dg;Laboral;2013;1;Gener;6;14;No és causa del  vianant;Motocicleta;CBF 250;HONDA;Gris;A2;1;4588570,07;432100,67
2013S000126;3;Sants-Montjuïc;11;el Poble Sec;241404;Palaudàries;20 002;Dilluns;Dl;Laboral;2013;1;Gener;7;15;No és causa del  vianant;Motocicleta;YZF R125;YAMAHA;Blau;B;5;4580842,84;430923,42
2013S000127;3;Sants-Montjuïc;13;la Marina de Port;212406;Mineria;160 016;Dilluns;Dl;Laboral;2013;1;Gener;7;13;No és causa del  vianant;Turismo;PASSAT;VOLKSWAGEN;Negre;B;11;4579766,84;427976,47
2013S000128;2;Eixample;5;el Fort Pienc;362409;Vilanova;10 001;Dilluns;Dl;Laboral;2013;1;Gener;7;14;Desobeir el senyal del semàfor;Motocicleta;X Max;YAMAHA;Negre;B;27;4582775,74;431582,52
2013S000382;2;Eixample;6;la Sagrada Família;178308;Lepant;2 730 273;Dijous;Dj;Laboral;2013;1;Gener;17;15;Creuar per fora pas de vianants;Motocicleta;SH 125;HONDA;Negre;B;11;4584216,92;431231,39
2013S000384;2;Eixample;9;la Nova Esquerra de l'Eixample;245802;París;770 077;Dijous;Dj;Laboral;2013;1;Gener;17;17;No és causa del  vianant;Furgoneta;VITO;MERCEDES;Gris;B;3;4582405,09;428670,16
2013S006925;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;2 790 279;Dilluns;Dl;Laboral;2013;9;Setembre;30;21;No és causa del  vianant;Motocicleta;LIBERTY 125;PIAGGIO;Vermell;B;10;4583179,96;430231,57
2013S006925;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;2 790 279;Dilluns;Dl;Laboral;2013;9;Setembre;30;21;No és causa del  vianant;Turismo;FOCUS;FORD;Gris;B;17;4583179,96;430231,57
2013S007049;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;175900;Laforja;1 460 146;Dissabte;Ds;Laboral;2013;10;Octubre;5;3;No és causa del  vianant;Motocicleta;SENDA;DERBI;Negre;Desconegut;Desconegut;4583189,34;428459,54
2013S007050;3;Sants-Montjuïc;18;Sants;366206;Viriat;430 043;Dissabte;Ds;Laboral;2013;10;Octubre;5;4;No és causa del  vianant;Turismo;FIESTA;FORD;Gris;B;10;4581569,97;428255,83
2013S007054;8;Nou Barris;44;Vilapicina i la Torre Llobeta;119003;Fabra i Puig;1 570 157;Dissabte;Ds;Laboral;2013;10;Octubre;5;11;No és causa del  vianant;Cuadriciclo <75cc;Desconegut;JDM;Gris;Llicència;38;4587036,38;431485,32
2013S007054;8;Nou Barris;44;Vilapicina i la Torre Llobeta;119003;Fabra i Puig;1 570 157;Dissabte;Ds;Laboral;2013;10;Octubre;5;11;No és causa del  vianant;Turismo;MEGANE;RENAULT;Verd;B;17;4587036,38;431485,32
2013S006082;3;Sants-Montjuïc;18;Sants;312400;Sants;1 050 105;Diumenge;Dg;Laboral;2013;8;Agost;25;2;No és causa del  vianant;Ciclomotor;AEROX;YAMAHA;Negre;AM;3;4580988,65;427749,68
2013S006082;3;Sants-Montjuïc;18;Sants;312400;Sants;1 050 105;Diumenge;Dg;Laboral;2013;8;Agost;25;2;No és causa del  vianant;Turismo;GOLF;VOLKSWAGEN;Gris;B;9;4580988,65;427749,68
2013S006083;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;8501;Alfons XII;540 054;Diumenge;Dg;Laboral;2013;8;Agost;25;4;No és causa del  vianant;Motocicleta;PEOPLE 125;KYMCO;Gris;B;4;4583676,59;428908,19
2013S006214;2;Eixample;9;la Nova Esquerra de l'Eixample;268003;Provença;890 091;Dimarts;Dm;Laboral;2013;9;Setembre;3;12;No és causa del  vianant;Motocicleta;CYGNUS 125;YAMAHA;Blau;B;22;4582157,58;428997,48
2013S006216;2;Eixample;9;la Nova Esquerra de l'Eixample;350308;València;20 002;Dimarts;Dm;Laboral;2013;9;Setembre;3;15;No és causa del  vianant;Motocicleta;XCITING 500;KYMCO;Negre;A;17;4581384,89;428623,63
2013S006216;2;Eixample;9;la Nova Esquerra de l'Eixample;350308;València;20 002;Dimarts;Dm;Laboral;2013;9;Setembre;3;15;No és causa del  vianant;Motocicleta;MULHACEN;DERBI;Negre;Desconegut;Desconegut;4581384,89;428623,63
2013S006821;7;Horta-Guinardó;43;Horta;97807;Dante Alighieri;180 022;Dijous;Dj;Laboral;2013;9;Setembre;26;20;No és causa del  vianant;Turismo;CORSA;OPEL;Negre;B;2;4586919,88;430009,42
2013S006822;2;Eixample;10;Sant Antoni;308709;Sant Pau;670 067;Dijous;Dj;Laboral;2013;9;Setembre;26;20;No és causa del  vianant;Turismo;MINI COOPER;MINI;Blanc;B;2;4581264,6;430165,71
2013S007076;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;700 074;Diumenge;Dg;Laboral;2013;10;Octubre;6;3;No és causa del  vianant;Turismo;IBIZA;SEAT;Negre;B;7;4585534,2;433066,85
2013S007077;2;Eixample;5;el Fort Pienc;325005;Sicília;2 400 240;Diumenge;Dg;Laboral;2013;10;Octubre;6;3;No és causa del  vianant;Turismo;CIVIC;HONDA;Vermell;B;17;4583634,8;431256,78
2013S001545;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;701414;C-31;20630000;Dimecres;Dc;Laboral;2013;2;Febrer;27;21;No és causa del  vianant;Camión <= 3,5 Tm;ATLEON 110;NISSAN;Blanc;D;16;4584412,61;432505,8
2013S001676;2;Eixample;6;la Sagrada Família;76807;Sardenya;2 670 267;Dimarts;Dm;Laboral;2013;3;Març;5;18;No és causa del  vianant;Motocicleta;SH 300;HONDA;Blanc;A2;10;4583905,83;431143,23
2013S001677;3;Sants-Montjuïc;15;Hostafrancs;331507;Tarragona;0117U0117U;Dimarts;Dm;Laboral;2013;3;Març;5;20;No és causa del  vianant;Turismo;ASTRA;OPEL;Gris;B;12;4581202,95;428737,72
2013S001811;9;Sant Andreu;62;el Congrés i els Indians;194406;Maragall;1 380 138;Dissabte;Ds;Laboral;2013;3;Març;9;22;No és causa del  vianant;Furgoneta;KANGOO;RENAULT;Blanc;B;9;4586198,89;431483,39
2013S001812;2;Eixample;5;el Fort Pienc;76807;Sardenya;0147B0147B;Dissabte;Ds;Laboral;2013;3;Març;9;23;No és causa del  vianant;Turismo;A3;AUDI;Blanc;B;7;4583310,98;431724,24
2013S001820;2;Eixample;6;la Sagrada Família;178308;Lepant;2 330 233;Diumenge;Dg;Laboral;2013;3;Març;10;15;No és causa del  vianant;Furgoneta;BERLINGO;CITROEN;Blanc;B;5;4584012,38;431430,85
2013S001344;2;Eixample;9;la Nova Esquerra de l'Eixample;162002;Josep Tarradellas;620 062;Dijous;Dj;Laboral;2013;2;Febrer;21;16;No és causa del  vianant;Turismo;MITO;ALFA ROMEO;Gris;B;23;4582118,46;428435,67
2013S001346;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;3 170 317;Dijous;Dj;Laboral;2013;2;Febrer;21;17;No és causa del  vianant;Motocicleta;SH 300;HONDA;Negre;A;16;4583417,46;430473,41
2013S001349;4;Les Corts;19;les Corts;231502;Numància;1 100 110;Dijous;Dj;Laboral;2013;2;Febrer;21;19;No és causa del  vianant;Motocicleta;SH 100;HONDA;Desconegut;B;4;4582140,85;427908,49
2013S001485;9;Sant Andreu;57;la Trinitat Vella;34400;Bàrcino;0082I0082I;Dimarts;Dm;Laboral;2013;2;Febrer;26;9;No és causa del  vianant;Turismo;LAGUNA;RENAULT;Verd;B;33;4589299,82;432759,15
2013S001619;6;Gràcia;31;la Vila de Gràcia;206403;Gran de Gràcia;0170U0170U;Dissabte;Ds;Laboral;2013;3;Març;2;13;No és causa del  vianant;Motocicleta;SH 150;HONDA;Negre;A1;28;4584002,63;429266,42
2013S001621;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;7 100 710;Dissabte;Ds;Laboral;2013;3;Març;2;15;No és causa del  vianant;Ciclomotor;SCOOPY 50;HONDA;Altres;AM;5;4583218,66;431303,54
2013S002032;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;29206;Àvila;750 075;Dilluns;Dl;Laboral;2013;3;Març;18;18;No és causa del  vianant;Furgoneta;COMBO;OPEL;Blanc;B;6;4583354,49;432798,84
2013S002168;7;Horta-Guinardó;33;el Baix Guinardó;178308;Lepant;3 680 370;Divendres;Dv;Laboral;2013;3;Març;22;19;No és causa del  vianant;Turismo;206;PEUGEOT;Negre;B;14;4584689,36;430807,55
2013S002169;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0224X0224X;Divendres;Dv;Laboral;2013;3;Març;22;19;No és causa del  vianant;Ciclomotor;SCOUT 50;KYMCO;Gris;AM;1;4582481,7;429934,86
2013S002169;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0224X0224X;Divendres;Dv;Laboral;2013;3;Març;22;19;No és causa del  vianant;Turismo;TWINGO;RENAULT;Blanc;Desconegut;Desconegut;4582481,7;429934,86
2013S001234;4;Les Corts;20;la Maternitat i Sant Ramon;38604;Benavent;190 021;Dilluns;Dl;Laboral;2013;2;Febrer;18;9;No és causa del  vianant;Motocicleta;GZ 125;SUZUKI;Negre;B;3;4581301,5;426937
2013S001374;1;Ciutat Vella;1;el Raval;701349;Drassanes;10 001;Divendres;Dv;Laboral;2013;2;Febrer;22;9;No és causa del  vianant;Taxi;Altea;SEAT;Altres;BTP;9;4580892,36;431214,13
2013S001376;9;Sant Andreu;57;la Trinitat Vella;209900;Meridiana;6 720 672;Divendres;Dv;Laboral;2013;2;Febrer;22;11;No és causa del  vianant;Motocicleta;SH 125;HONDA;Negre;B;10;4589011,9;432300,43
2013S001507;7;Horta-Guinardó;36;la Font d'en Fargues;194406;Maragall;3 230 333;Dimarts;Dm;Laboral;2013;2;Febrer;26;17;No és causa del  vianant;Turismo;MAZDA 3;MAZDA;Verd;B;12;4586722,83;430647,38
2013S002332;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;6 500 650;Diumenge;Dg;Laboral;2013;3;Març;31;22;No és causa del  vianant;Motocicleta;VESPA;PIAGGIO;Negre;B;17;4582658,06;430729,47
2013S002334;2;Eixample;7;la Dreta de l'Eixample;31300;Bailèn;1 130 113;Diumenge;Dg;Laboral;2013;3;Març;31;22;No és causa del  vianant;Turismo;IBIZA;SEAT;Negre;B;7;4583438,25;430665,76
2013S002335;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1510000;Dilluns;Dl;Laboral;2013;4;Abril;1;6;No és causa del  vianant;Taxi;TOLEDO;SEAT;Altres;BTP;5;4578026,63;428655,7
2013S002463;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);790000;Dissabte;Ds;Laboral;2013;4;Abril;6;1;No és causa del  vianant;Autobús;Desconegut;SCANIA;Groc;D;5;4582905,96;433473,3
2013S002466;1;Ciutat Vella;2;el Barri Gòtic;82901;Colom;60 006;Dissabte;Ds;Laboral;2013;4;Abril;6;3;No és causa del  vianant;Turismo;SAXO;CITROEN;Blau;B;14;4581530,85;431623,4
2013S000516;7;Horta-Guinardó;37;el Carmel;6801;Alcalde de Zalamea;300 030;Dimarts;Dm;Laboral;2013;1;Gener;22;17;No és causa del  vianant;Turismo;CORDOBA;SEAT;Gris;B;17;4586093,56;429622,47
2013S000652;2;Eixample;7;la Dreta de l'Eixample;247659;Pau Claris;99 999 999;Diumenge;Dg;Laboral;2013;1;Gener;27;17;No és causa del  vianant;Motocicleta;PS 125;HONDA;Blanc;B;34;4583353,85;430023,88
2013S000653;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0119B0119B;Diumenge;Dg;Laboral;2013;1;Gener;27;16;No és causa del  vianant;Turismo;IBIZA;SEAT;Blanc;B;20;4584655,85;432106,39
2013S000653;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0119B0119B;Diumenge;Dg;Laboral;2013;1;Gener;27;16;No és causa del  vianant;Motocicleta;UH 125;SUZUKI;Desconegut;B;10;4584655,85;432106,39
2013S000654;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;223606;Muntaner;4 310 431;Diumenge;Dg;Laboral;2013;1;Gener;27;17;No és causa del  vianant;Motocicleta;LIBERTY 125;PIAGGIO;Gris;A;9;4583806,98;428247,66
2013S000657;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;163504;Isabel II;20 002;Diumenge;Dg;Laboral;2013;1;Gener;27;20;No és causa del  vianant;Ciclomotor;SCOOPY 50;HONDA;Gris;AM;10;4581619,21;431742,93
2013S000658;4;Les Corts;19;les Corts;107004;Equador;470 049;Diumenge;Dg;Laboral;2013;1;Gener;27;21;No és causa del  vianant;Turismo;PATHFINDER;NISSAN;Negre;B;39;4582189,46;428158,84
2013S000658;4;Les Corts;19;les Corts;107004;Equador;470 049;Diumenge;Dg;Laboral;2013;1;Gener;27;21;No és causa del  vianant;Turismo;93;SAAB;Gris;Desconegut;Desconegut;4582189,46;428158,84
2013S000784;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;139805;Ganduxer;920 094;Divendres;Dv;Laboral;2013;2;Febrer;1;7;Desobeir el senyal del semàfor;Ciclomotor;NEO'S;YAMAHA;Rosa;AM;3;4583694,95;427702,98
2013S000980;2;Eixample;7;la Dreta de l'Eixample;32700;Balmes;240 024;Divendres;Dv;Laboral;2013;2;Febrer;8;12;No és causa del  vianant;Taxi;E 250;MERCEDES;Negre;BTP;5;4582345,19;430270,02
2013S000983;5;Sarrià-Sant Gervasi;24;les Tres Torres;320704;Sarrià;1 420 144;Divendres;Dv;Laboral;2013;2;Febrer;8;13;No és causa del  vianant;Turismo;GRAND VOYAGER;CHRYSLER;Gris;B;27;4582897,99;427470,99
2013S006080;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;99 999 999;Diumenge;Dg;Laboral;2013;8;Agost;25;0;No és causa del  vianant;Turismo;BALENO;SUZUKI;Blau;B;3;4582516,07;430558,51
2013S006557;9;Sant Andreu;60;Sant Andreu;209900;Meridiana;5 740 578;Dimarts;Dm;Laboral;2013;9;Setembre;17;5;No és causa del  vianant;Turismo;MONDEO;FORD;Blanc;B;29;4588399,45;432155,63
2013S006818;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;6 040 604;Dijous;Dj;Laboral;2013;9;Setembre;26;16;No és causa del  vianant;Motocicleta;SUPER DINK 125;KYMCO;Gris;B;13;4582245,25;430308,02
2013S005811;9;Sant Andreu;57;la Trinitat Vella;209900;Meridiana;0694X0694X;Divendres;Dv;Laboral;2013;8;Agost;9;19;No és causa del  vianant;Turismo;XC 60;VOLVO;Blanc;B;36;4589136,09;432323,88
2013S005813;3;Sants-Montjuïc;11;el Poble Sec;198804;Paral·lel;630 063;Divendres;Dv;Laboral;2013;8;Agost;9;21;No és causa del  vianant;Turismo;Desconegut;Desconegut;Desconegut;Desconegut;Desconegut;4580899,26;430633,9
2013S005961;4;Les Corts;20;la Maternitat i Sant Ramon;700811;Albert Bastardas;310 033;Diumenge;Dg;Laboral;2013;8;Agost;18;22;No és causa del  vianant;Motocicleta;SM 125;DERBI;Negre;A1;1;4581717,61;425451,97
2013S005963;2;Eixample;10;Sant Antoni;192502;Manso;370 037;Dilluns;Dl;Laboral;2013;8;Agost;19;7;No és causa del  vianant;Turismo;FOCUS;FORD;Blau;B;9;4581171,31;429941,25
2013S006794;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20650000;Dijous;Dj;Laboral;2013;9;Setembre;26;0;No és causa del  vianant;Motocicleta;R 850 R;BMW;Gris;A;38;4584550,48;432646,78
2013S002993;7;Horta-Guinardó;35;el Guinardó;192604;Mas Casanovas;700 070;Dimecres;Dc;Laboral;2013;4;Abril;24;22;No és causa del  vianant;Turismo;FREELANDER;LAND ROVER;Platejat;B;36;4585307,87;430954,22
2013S002995;1;Ciutat Vella;2;el Barri Gòtic;701266;Litoral (Llobregat);1020000;Dijous;Dj;Laboral;2013;4;Abril;25;3;No és causa del  vianant;Turismo;FIESTA;FORD;Gris;B;5;4581498,83;431680,73
2013S000983;5;Sarrià-Sant Gervasi;24;les Tres Torres;320704;Sarrià;1 420 144;Divendres;Dv;Laboral;2013;2;Febrer;8;13;No és causa del  vianant;Turismo;FABIA;SKODA;Gris;B;48;4582897,99;427470,99
2013S000990;4;Les Corts;19;les Corts;144601;Diagonal;5 790 587;Divendres;Dv;Laboral;2013;2;Febrer;8;16;No és causa del  vianant;Turismo;93;SAAB;Gris;B;42;4582525,23;427556,27
2013S001110;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0047B0047B;Dimecres;Dc;Laboral;2013;2;Febrer;13;8;No és causa del  vianant;Furgoneta;C15;CITROEN;Blanc;B;38;4581481,31;429250,19
2013S001113;5;Sarrià-Sant Gervasi;23;Sarrià;305201;Sant Joan Bosco;0039X0039X;Dimecres;Dc;Laboral;2013;2;Febrer;13;11;No és causa del  vianant;Motocicleta;SH 150;HONDA;Negre;A;5;4583057,78;427198,33
2013S001114;5;Sarrià-Sant Gervasi;24;les Tres Torres;28000;Augusta;2 790 279;Dimecres;Dc;Laboral;2013;2;Febrer;13;12;No és causa del  vianant;Turismo;A4;AUDI;Negre;B;31;4583469,75;427407,83
2013S001114;5;Sarrià-Sant Gervasi;24;les Tres Torres;28000;Augusta;2 790 279;Dimecres;Dc;Laboral;2013;2;Febrer;13;12;No és causa del  vianant;Furgoneta;KANGOO;RENAULT;Blanc;B;25;4583469,75;427407,83
2013S001117;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;6 470 647;Dimecres;Dc;Laboral;2013;2;Febrer;13;12;Altres;Motocicleta;C 600;BMW;Negre;A;33;4582887,01;430889,07
2013S000786;2;Eixample;6;la Sagrada Família;178308;Lepant;3 140 314;Divendres;Dv;Laboral;2013;2;Febrer;1;8;No és causa del  vianant;Motocicleta;SH 150;HONDA;Negre;A;8;4584376,33;431112,58
2013S000792;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;223606;Muntaner;5 210 521;Dijous;Dj;Laboral;2013;1;Gener;31;12;No és causa del  vianant;Ciclomotor;VESPA;PIAGGIO;Blanc;Llicència;5;4584150,21;427927,56
2013S000925;9;Sant Andreu;59;el Bon Pastor;264308;Potosí;420 042;Dimecres;Dc;Laboral;2013;2;Febrer;6;14;No és causa del  vianant;Furgoneta;35S11;IVECO FIAT;Blanc;B;41;4588479,86;433741,19
